,unique_add,Lon,Lat,X,Y
675,213 ANG MO KIO AVE 3,103.841255432522,1.36776947218047,28883.2764614634,38866.51607305
676,345 ANG MO KIO AVE 3,103.849651723914,1.36748702509964,29817.6830492252,38835.2892298773
677,422 ANG MO KIO AVE 3,103.851873942231,1.36799988809778,30064.9888511747,38892.0008073021
678,129 ANG MO KIO AVE 3,103.842059049722,1.36989498895756,28972.7085465211,39101.545211073
679,120 ANG MO KIO AVE 3,103.844594754874,1.37004739686133,29254.9017410586,39118.3988784254
680,343 ANG MO KIO AVE 3,103.849151113749,1.36837474759489,29761.9704968724,38933.448694557
681,127 ANG MO KIO AVE 3,103.843593321222,1.37122322102767,29143.4537537564,39248.4150327519
682,212 ANG MO KIO AVE 3,103.841618072603,1.36880359418469,28923.6335511208,38980.8641569447
683,624 ANG MO KIO AVE 4,103.84000226873,1.38156171229824,28743.8101280658,40391.5914363135
684,109 ANG MO KIO AVE 4,103.837687766047,1.3700965375834,28486.2375773788,39123.8301048875
685,178 ANG MO KIO AVE 4,103.837038191014,1.37619319942083,28413.9467055202,39797.9678397067
686,610 ANG MO KIO AVE 4,103.839157232686,1.37939470300077,28649.7688949835,40151.9743075874
687,117 ANG MO KIO AVE 4,103.835610469339,1.3737170825368,28255.0592533173,39524.1712259967
688,256 ANG MO KIO AVE 4,103.83596769452,1.37061517595951,28294.8144035833,39181.178218009
689,523 ANG MO KIO AVE 5,103.852866402032,1.3729419359545,30175.4332429413,39438.4682170674
690,538 ANG MO KIO AVE 5,103.853347801104,1.37559336678106,30229.0046078581,39731.6504149698
691,502 ANG MO KIO AVE 5,103.849934305516,1.37572474765516,29849.124674012,39746.1749307085
692,524 ANG MO KIO AVE 5,103.853042534069,1.3733782941643,30195.0341838365,39486.7186520565
693,181 ANG MO KIO AVE 5,103.837142240849,1.37679309896347,28425.5260556387,39864.3016999587
694,639 ANG MO KIO AVE 6,103.84246297225,1.37993407100545,29017.6559877852,40211.6160377115
695,507 ANG MO KIO AVE 8,103.850157484705,1.37443139933504,29873.962763058,39603.1632175744
696,509 ANG MO KIO AVE 8,103.850139806283,1.37400086510074,29871.9957073322,39555.5569155477
697,218 ANG MO KIO AVE 1,103.841742478489,1.36511908595886,28937.4798521483,38573.4500436708
698,220 ANG MO KIO AVE 1,103.840518883254,1.36558833593063,28801.3080979744,38625.3368742224
699,219 ANG MO KIO AVE 1,103.840654039612,1.36598198004505,28816.3492579265,38668.8640811536
700,547 ANG MO KIO AVE 10,103.858209667888,1.37420951743562,30770.0718461145,39578.6364650074
701,433 ANG MO KIO AVE 10,103.854353042615,1.36807652285135,30340.8828545492,38900.4769626576
702,119 ANG MO KIO AVE 3,103.844698910817,1.36956344301912,29266.4932891754,39064.8857793771
703,210 ANG MO KIO AVE 3,103.843235087734,1.36856005913566,29103.5879437421,38953.9359728191
704,573 ANG MO KIO AVE 3,103.854823102785,1.37056143999067,30393.1924380297,39175.2469341885
705,612 ANG MO KIO AVE 4,103.838602654716,1.37890791374409,28588.0514470721,40098.1474808883
706,173 ANG MO KIO AVE 4,103.836245672487,1.37531353711244,28325.7493423224,39700.6991315205
707,105 ANG MO KIO AVE 4,103.837601112788,1.37231328287072,28476.5936832111,39368.946502503
708,506 ANG MO KIO AVE 8,103.84893617353,1.37440041920745,29738.0458955746,39599.7366699409
709,260B ANG MO KIO ST 21,103.83395420063,1.36886409962902,28070.7370393062,38987.5529575944
710,260A ANG MO KIO ST 21,103.834131942869,1.36928934819166,28090.5175904175,39034.5747848544
711,310A ANG MO KIO AVE 1,103.843844243986,1.36481255187585,29171.3815077767,38539.5559857711
712,552 ANG MO KIO AVE 10,103.856828749976,1.37226364000281,30616.3947851649,39363.4696621895
713,439 ANG MO KIO AVE 10,103.85349630883,1.36629197864802,30245.5403403109,38703.1503213178
714,259 ANG MO KIO AVE 2,103.831557777899,1.36858148248531,27804.0440792302,38956.3026567344
715,171 ANG MO KIO AVE 4,103.835682669212,1.37473291237038,28263.0941014718,39636.4965308066
716,619 ANG MO KIO AVE 4,103.838639699065,1.37858807685121,28592.1740977941,40062.7815514784
717,176 ANG MO KIO AVE 4,103.83615719919,1.3758482258358,28315.9032882908,39759.8222802784
718,111 ANG MO KIO AVE 4,103.837298157413,1.37085148985913,28442.8787209718,39207.3088104967
719,642 ANG MO KIO AVE 5,103.840479239853,1.37794352430397,28796.8921807576,39991.5107409377
720,716 ANG MO KIO AVE 6,103.845868750998,1.37147783065153,29396.6812445764,39276.5696755778
721,316A ANG MO KIO ST 31,103.846907899709,1.36476598625413,29512.3300345344,38534.4087032638
722,315B ANG MO KIO ST 31,103.847478724527,1.36402757273373,29575.8565392969,38452.7590616439
723,353 ANG MO KIO ST 32,103.851612284582,1.36406807879641,30035.8728063824,38457.2411144041
724,615 ANG MO KIO AVE 4,103.839130090374,1.37746341295119,28646.7488161037,39938.4220595565
725,613 ANG MO KIO AVE 4,103.839292714848,1.37845661566039,28664.8466186598,40048.245412834
726,533 ANG MO KIO AVE 5,103.853001920124,1.37416923724326,30190.5136302011,39574.177082967
727,106 BEDOK NTH AVE 4,103.937087136194,1.33445895034228,39548.3573124046,35183.4506986458
728,101 BEDOK NTH AVE 4,103.937924710969,1.334484667124,39641.5706253285,35186.2982802857
729,620 BEDOK RESERVOIR RD,103.917712559288,1.33433432226397,37392.1678528106,35169.5875080843
730,808B CHAI CHEE RD,103.923868263972,1.32747242201869,38077.2618410354,34410.8571453206
731,221C BEDOK CTRL,103.934234380089,1.32499916612366,39230.9177469919,34137.42141678
732,412 BEDOK NTH AVE 2,103.931090689284,1.32929126082802,38881.0373501144,34612.0059065726
733,515 BEDOK NTH AVE 2,103.929960229584,1.33186656511661,38755.2174582481,34896.7653115727
734,402 BEDOK NTH AVE 3,103.933686723902,1.33055472908632,39169.9441045132,34751.7255527247
735,92 BEDOK NTH AVE 4,103.941297978178,1.33244414877355,40016.9903901666,34960.6840288676
736,100 BEDOK NTH AVE 4,103.939032711241,1.3343559340081,39764.8802419659,35172.0688773897
737,77 BEDOK NTH RD,103.941995599533,1.32869611162886,40094.6467766957,34546.2479552459
738,125 BEDOK NTH RD,103.939123687022,1.32884321524242,39775.031064325,34562.5000766907
739,107 BEDOK NTH RD,103.936301267285,1.33231740745783,39460.9081132282,34946.6457985565
740,76 BEDOK NTH RD,103.942067527916,1.3282966654865,40102.6536269644,34502.0795210786
741,128 BEDOK NTH ST 2,103.939005696963,1.327740236451,39761.9051715788,34440.5375669375
742,134 BEDOK NTH ST 2,103.93658216345,1.32832133313255,39492.1874713534,34504.7809688933
743,122 BEDOK NTH ST 2,103.937787149387,1.32861719819893,39626.2889257092,34537.5019002799
744,138 BEDOK NTH ST 2,103.936343483972,1.33001011188999,39465.6170547949,34691.5166611224
745,135 BEDOK NTH ST 2,103.936506738278,1.32873535148094,39483.7914958866,34550.5607191734
746,540 BEDOK NTH ST 3,103.922092625931,1.33112972920094,37879.6366363037,34815.2567490246
747,501 BEDOK NTH ST 3,103.931167665142,1.33164071248973,38889.5936853597,34871.796949124
748,504 BEDOK NTH ST 3,103.932389359044,1.33188000305479,39025.5546835633,34898.2619422954
749,533 BEDOK NTH ST 3,103.92421866691,1.33358016248275,38116.2332926663,35086.2220652699
750,529 BEDOK NTH ST 3,103.926542284602,1.33426946144275,38374.8250874365,35162.4509834182
751,526 BEDOK NTH ST 3,103.92912981542,1.33421551878132,38662.7907496849,35156.4973315578
752,545 BEDOK NTH ST 3,103.924118031423,1.3300514240201,38105.0479711592,34696.0313427709
753,530 BEDOK NTH ST 3,103.927020293564,1.33371332018833,38428.0248825857,35100.9576699268
754,107 BEDOK RESERVOIR RD,103.909220387915,1.32987028916159,36447.092557488,34675.9463865459
755,709 BEDOK RESERVOIR RD,103.922350069667,1.33541606639526,37908.2703607762,35289.2195646986
756,606 BEDOK RESERVOIR RD,103.913799878266,1.33122228560871,36956.7382991668,34825.4595112447
757,3 BEDOK STH AVE 1,103.933180861675,1.32191533930821,39113.6853058571,33796.4224030245
758,4 BEDOK STH AVE 1,103.933405282585,1.32248962296588,39138.6586019872,33859.9248447381
759,1 BEDOK STH AVE 1,103.933721091441,1.32085208689731,39173.8123528324,33678.8556520101
760,32 CHAI CHEE AVE,103.92500108451,1.32371728387748,38203.3487570547,33995.6373427957
761,60 CHAI CHEE RD,103.921238276299,1.3245410846025,37784.582152199,34086.7139479462
762,807A CHAI CHEE RD,103.923188202853,1.32707387863852,38001.5794718685,34366.7854476292
763,808A CHAI CHEE RD,103.923848194061,1.3268704456533,38075.0306971511,34344.2935208045
764,59 CHAI CHEE RD,103.920246730461,1.32488916644196,37674.2315911818,34125.1992049534
765,21 CHAI CHEE RD,103.922424710131,1.32577850604228,37916.6155465674,34223.5465430077
766,44 CHAI CHEE ST,103.925667777871,1.32901430131171,38277.5232963441,34581.3578780517
767,29 NEW UPP CHANGI RD,103.936341250384,1.32395813360222,39465.396340658,34022.3188428544
768,27 NEW UPP CHANGI RD,103.934921045772,1.32412432931246,39307.3408039883,34040.6894204803
769,219C BEDOK CTRL,103.933519574319,1.32485598421255,39151.3675835263,34121.5858433265
770,518 BEDOK NTH AVE 2,103.928468218949,1.3313275984366,38589.1742309434,34837.1625968795
771,512 BEDOK NTH AVE 2,103.929177675999,1.33336715518929,38668.1207902776,35062.6897067744
772,105 BEDOK NTH AVE 4,103.936517719048,1.33372280929,39484.9904712569,35102.049193956
773,119 BEDOK NTH RD,103.938716613648,1.33018552011132,39729.7215574393,34710.9235842433
774,109 BEDOK NTH RD,103.93493510232,1.33205316021213,39308.8691252898,34917.4203350022
775,708 BEDOK NTH RD,103.919311961318,1.33503645745879,37570.1620000023,35247.2322717067
776,121 BEDOK NTH RD,103.938821071117,1.32964201790706,39741.3491849927,34650.8262906969
777,428 BEDOK NTH RD,103.9276500842,1.32953994162628,38498.1317378115,34639.4889028389
778,422 BEDOK NTH RD,103.928893754255,1.32868929343533,38636.5432622451,34545.433776753
779,79 BEDOK NTH RD,103.940763685492,1.32769194470055,39957.5519398218,34435.2061340176
780,126 BEDOK NTH ST 2,103.938917890645,1.3281683000397,39752.1311856164,34487.8703069258
781,543 BEDOK NTH ST 3,103.923223544145,1.33033659434823,38005.4994784398,34727.5604117606
782,524 BEDOK NTH ST 3,103.930637846839,1.33484035279202,38830.6163374791,35225.5949614029
783,120 BEDOK RESERVOIR RD,103.909920867054,1.33089247225844,36525.0452373084,34788.9766629655
784,622 BEDOK RESERVOIR RD,103.916898741089,1.3340607503551,37301.5993563039,35139.3342043385
785,723 BEDOK RESERVOIR RD,103.928960561768,1.33695439373089,38643.9427854205,35459.3477893546
786,718 BEDOK RESERVOIR RD,103.92574851611,1.3366305993765,38286.4770502159,35423.5305340383
787,141 BEDOK RESERVOIR RD,103.913462151262,1.33530647237824,36919.1380477343,35277.0671811122
788,722 BEDOK RESERVOIR RD,103.928207774481,1.33663699329345,38560.1667876756,35424.2479760572
789,149 BEDOK RESERVOIR RD,103.912779600202,1.33576929801793,36843.1755786464,35328.241654668
790,108 BEDOK RESERVOIR RD,103.909386968106,1.33023192210361,36465.630002507,34715.9345094822
791,123 BEDOK RESERVOIR RD,103.910394882793,1.33231954024354,36577.7934038732,34946.7763141021
792,761 BEDOK RESERVOIR VIEW,103.934043176152,1.33618197264669,39209.5881712781,35373.9599004053
793,22 BEDOK STH AVE 1,103.932852166088,1.3228317365472,39077.1006360827,33897.7515914943
794,35 BEDOK STH AVE 2,103.939766219283,1.32233220742919,39846.5693833055,33842.548055822
795,34 BEDOK STH AVE 2,103.93835472666,1.32205652925918,39689.4853278408,33812.0582380537
796,43 CHAI CHEE ST,103.925654810377,1.32834668503077,38276.0829035351,34507.536142379
797,651 JLN TENAGA,103.907587879595,1.33230240591281,36265.4029316278,34944.8720947094
798,654 JLN TENAGA,103.90694508249,1.33297827681453,36193.8640072886,35019.604351867
799,62 NEW UPP CHANGI RD,103.940030188552,1.32332667400534,39875.9418584565,33952.5125184394
800,417 BEDOK NTH AVE 2,103.930482353534,1.32757551222487,38813.3431861391,34422.2842777483
801,97 BEDOK NTH AVE 4,103.939962571035,1.33296577436017,39868.3707158128,35018.3563423622
802,112 BEDOK NTH RD,103.935538768198,1.33104907831935,39376.055574107,34806.3967048302
803,111 BEDOK NTH RD,103.935458644142,1.33145574028188,39367.1367192212,34851.363003049
804,120 BEDOK NTH ST 2,103.9375717024,1.32997311186222,39602.3055137191,34687.4311189484
805,748A BEDOK RESERVOIR CRES,103.920993282716,1.33641902814806,37757.2701397715,35400.1166444309
806,747A BEDOK RESERVOIR CRES,103.921284387946,1.3366395590937,37789.6662351554,35424.5030140877
807,717 BEDOK RESERVOIR RD,103.925449316134,1.33755208890136,38253.1753972946,35525.4230096862
808,605 BEDOK RESERVOIR RD,103.913508109392,1.33023693207314,36924.2709529484,34716.5030027535
809,714 BEDOK RESERVOIR RD,103.923284613437,1.33703060322387,38012.2688221941,35467.7507869937
810,613A BEDOK RESERVOIR RD,103.917750825052,1.3325695358182,37396.4331262726,34974.4463967755
811,101 BEDOK RESERVOIR RD,103.909937396599,1.32844913301985,36526.8931885185,34518.8045495022
812,771 BEDOK RESERVOIR VIEW,103.938866262286,1.33593406213274,39746.3486992028,35346.569705775
813,773 BEDOK RESERVOIR VIEW,103.93745788464,1.33631602180285,39589.6090933932,35388.7982345987
814,31 BEDOK STH AVE 2,103.938165236776,1.32301474306803,39668.3924780274,33918.0118901469
815,14 BEDOK STH AVE 2,103.936185399688,1.3213611911805,39448.0635916581,33735.161093628
816,68 BEDOK STH AVE 3,103.94336390491,1.31875088774492,40246.9742185185,33446.560832832
817,170 BEDOK STH RD,103.946111070113,1.32072011243993,40552.6975014545,33664.3216926605
818,33 CHAI CHEE AVE,103.925848135552,1.32400911794369,38297.6159709031,34027.910398826
819,25 CHAI CHEE RD,103.924155605966,1.32376290096685,38109.2551603606,34000.6779911965
820,804 CHAI CHEE RD,103.922021941751,1.3242250727223,37871.7975917375,34051.7740404047
821,27 CHAI CHEE RD,103.923499790995,1.32413363919193,38036.2679432677,34041.6697096694
822,51 CHAI CHEE ST,103.922129869924,1.32881089989839,37883.7907354617,34558.8523306344
823,666 JLN DAMAI,103.908102521069,1.3335654358321,36322.6729836194,35084.5333236549
824,653 JLN TENAGA,103.907466873855,1.33289023437904,36251.9342842335,35009.8708039317
825,721 BEDOK RESERVOIR RD,103.926101654356,1.33629244771801,38325.7790584974,35386.1408872362
826,115 BEDOK RESERVOIR RD,103.908738351193,1.33067394377665,36393.4440697478,34764.8088281509
827,29A CHAI CHEE AVE,103.923851959899,1.3247011139095,38075.4585653692,34104.4196590409
828,664 JLN DAMAI,103.909005592246,1.33414870173697,36423.1734649632,35149.0310069416
829,22 SIN MING RD,103.839396679952,1.3572844410824,28676.4225484971,37707.1341607384
830,113 BISHAN ST 12,103.848808988875,1.34723185095729,29723.9110801267,36595.5746941231
831,180 BISHAN ST 13,103.852392818701,1.34848989236241,30122.750576294,36734.6853181776
832,228 BISHAN ST 23,103.846767675257,1.35794929131792,29496.7289168835,37780.6532165725
833,229 BISHAN ST 23,103.84596290671,1.35760846214532,29407.1676783394,37742.9655814711
834,206 BISHAN ST 23,103.847808322232,1.35568127443062,29612.5423949417,37529.8681401629
835,213 BISHAN ST 23,103.848152969032,1.35717822124501,29650.8966218485,37695.3931190502
836,204 BISHAN ST 23,103.847594065589,1.35487654982642,29588.6986091603,37440.8856557347
837,268 BISHAN ST 24,103.842145079114,1.35761490834313,28982.2875461318,37743.6764856037
838,266 BISHAN ST 24,103.842088092204,1.35793002051239,28975.945434968,37778.5199593473
839,269 BISHAN ST 24,103.842673876424,1.35688865638722,29041.1368907103,37663.3714688923
840,441 SIN MING AVE,103.831751028982,1.35908431540971,27825.5499054128,37906.1542957667
841,501 BISHAN ST 11,103.849077333761,1.34841689796891,29753.774047954,36726.6113335192
842,145 BISHAN ST 11,103.85428449567,1.34488600912462,30333.2766010454,36336.1880318336
843,126 BISHAN ST 12,103.852083743726,1.34627451305877,30088.3558556763,36489.7197156567
844,103 BISHAN ST 12,103.848314162387,1.34551249132105,29668.843538506,36405.4563428387
845,125 BISHAN ST 12,103.851553257146,1.34711902955637,30029.3178507565,36583.1015909817
846,182 BISHAN ST 13,103.853049203745,1.35020582481902,30195.7973910468,36924.4249564502
847,167 BISHAN ST 13,103.855395747158,1.34800341123895,30456.9435917661,36680.8955394886
848,168 BISHAN ST 13,103.854162127782,1.3473187037658,30319.656099176,36605.18287207
849,158 BISHAN ST 13,103.856208219158,1.34653526211205,30547.3642291725,36518.5559329391
850,292 BISHAN ST 22,103.845668085918,1.35601736515828,29374.3584249765,37567.0300203878
851,273B BISHAN ST 24,103.843470177697,1.35607299328811,29129.7564317454,37573.1799601223
852,258 BISHAN ST 22,103.842690688554,1.35981398873195,29043.0066348678,37986.8398113027
853,231 BISHAN ST 23,103.845845690555,1.35729122854977,29394.1230551284,37707.8874400482
854,452 SIN MING AVE,103.829747971343,1.35857465962241,27602.6327734878,37849.7993962634
855,226 BT BATOK CTRL,103.753174278473,1.34873337819665,19080.829544574,36761.747317059
856,227 BT BATOK CTRL,103.753520312233,1.34838399787614,19119.3380171265,36723.1133231781
857,278 BT BATOK EAST AVE 3,103.757774174346,1.34785140092909,19592.7441440448,36664.2063180916
858,280 BT BATOK EAST AVE 3,103.757150072517,1.34762239826035,19523.2876872532,36638.8865140844
859,258 BT BATOK EAST AVE 4,103.758871467713,1.35127411954665,19714.8724012775,37042.6696194969
860,265 BT BATOK EAST AVE 4,103.759862833782,1.3500084019244,19825.1961448612,36902.7095547486
861,259 BT BATOK EAST AVE 4,103.759761122934,1.35085859711904,19813.8797024488,36996.7202171665
862,272 BT BATOK EAST AVE 4,103.757864718209,1.34879030700149,19602.8238971783,36768.0255325101
863,256 BT BATOK EAST AVE 4,103.758378409026,1.35085037929655,19659.999028773,36995.8162335642
864,262 BT BATOK EAST AVE 4,103.759330011217,1.35062361485088,19765.900983151,36970.7385128923
865,252 BT BATOK EAST AVE 5,103.757238545624,1.35046768430888,19533.1436086474,36953.5036808196
866,247 BT BATOK EAST AVE 5,103.75698028632,1.34992721242157,19504.4003443411,36893.7419078723
867,160 BT BATOK ST 11,103.742035794953,1.34888490439686,17841.2396849738,36778.545987485
868,152 BT BATOK ST 11,103.744257268105,1.34830189530172,18088.4628250599,36714.0705814343
869,205 BT BATOK ST 21,103.750057276189,1.34712172862216,18733.9354777746,36583.5507981274
870,224 BT BATOK ST 21,103.752567106833,1.34772275800146,19013.2543337746,36650.0002215412
871,364 BT BATOK ST 31,103.749321018638,1.36066491115595,18652.0499577569,38081.0912252627
872,360 BT BATOK ST 31,103.750625432011,1.36106704830424,18797.2175988359,38125.5525324419
873,539 BT BATOK ST 52,103.750885053123,1.35476518284145,18826.0866568815,37428.722678354
874,501 BT BATOK ST 52,103.754998121996,1.35149319356169,19283.8130299272,37066.9072825499
875,417 BT BATOK WEST AVE 4,103.746539240126,1.3628909909218,18342.4790389994,38327.2510208134
876,149 BT BATOK WEST AVE 6,103.744341916695,1.34928222720369,18097.8872460779,36822.4704617038
877,146 BT BATOK WEST AVE 6,103.744083499088,1.34966890869827,18069.1297860881,36865.2288315818
878,268 BT BATOK EAST AVE 4,103.759190085587,1.34926274020427,19750.324231226,36820.260293534
879,263 BT BATOK EAST AVE 4,103.759090413855,1.35029153722115,19739.2353435159,36934.0198467523
880,260 BT BATOK EAST AVE 4,103.759021061327,1.35091259231107,19731.5192777663,37002.6932405382
881,242 BT BATOK EAST AVE 5,103.756233418128,1.35095950808957,19421.2858231133,37007.8906165566
882,240 BT BATOK EAST AVE 5,103.754177773165,1.35048816023777,19192.5137432218,36955.7786830105
883,238 BT BATOK EAST AVE 5,103.7547381511,1.34983226535734,19254.8752332898,36883.2510852516
884,298 BT BATOK ST 22,103.747140790374,1.34479741197139,18409.3534551719,36326.5507360846
885,291A BT BATOK ST 24,103.75605170306,1.34366766259088,19401.0373895094,36201.5955097098
886,288E BT BATOK ST 25,103.758897488955,1.34551240744243,19717.7487980388,36405.5683041103
887,288D BT BATOK ST 25,103.759260051639,1.34580304817683,19758.0990471318,36437.7046699263
888,368 BT BATOK ST 31,103.750923865594,1.36038104862798,18830.4272068189,38049.6969698723
889,358 BT BATOK ST 31,103.750750526003,1.36141226469875,18811.1404173262,38163.7243644781
890,321 BT BATOK ST 33,103.747741215309,1.36131699323376,18476.2386770146,38153.2013972588
891,341 BT BATOK ST 34,103.749157203985,1.36280451951487,18633.827541912,38317.6791039109
892,384 BT BATOK WEST AVE 5,103.752194207305,1.36293263679642,18971.8110472532,38331.8340778351
893,386 BT BATOK WEST AVE 5,103.752556035691,1.36393942184816,19012.082054765,38443.1579966731
894,394 BT BATOK WEST AVE 5,103.752688625262,1.36642311199961,19026.846928562,38717.7915806696
895,187 BT BATOK WEST AVE 6,103.744614358938,1.34651344118157,18128.1959099649,36516.3107749801
896,193 BT BATOK WEST AVE 6,103.744423616373,1.34600894344315,18106.9663094012,36460.5266993809
897,138 BT BATOK WEST AVE 6,103.744471903926,1.35044711973729,18112.3580966806,36951.2779549044
898,185 BT BATOK WEST AVE 6,103.744923972487,1.34708158497581,18162.6547987079,36579.1320357211
899,194A BT BATOK WEST AVE 6,103.7455138661,1.34468050128788,18228.2939481968,36313.6297878567
900,190 BT BATOK WEST AVE 6,103.746045480153,1.3453856199951,18287.4596234728,36391.5961790737
901,116 BT BATOK WEST AVE 6,103.746381073293,1.34962866452512,18324.8242386524,36860.7695706133
902,177 BT BATOK WEST AVE 8,103.741742087315,1.3463440745148,17808.5426955633,36497.5948699284
903,170 BT BATOK WEST AVE 8,103.740101500639,1.34655585025652,17625.9641595576,36521.0188993104
904,179 BT BATOK WEST AVE 8,103.742210249553,1.34581228622891,17860.6418560203,36438.7904127706
905,178 BT BATOK WEST AVE 8,103.742605870907,1.3460546058333,17904.6712088026,36465.5832687411
906,183 BT BATOK WEST AVE 8,103.743377821414,1.34632638068317,17990.5820074389,36495.6315976996
907,286 BT BATOK EAST AVE 3,103.758438601357,1.34674707293093,19666.6838037809,36542.0929829739
908,257 BT BATOK EAST AVE 4,103.757984853389,1.3511708841554,19616.2017708896,37031.2574091833
909,288B BT BATOK ST 25,103.760505946377,1.34600623142926,19896.7541985661,36460.1674789507
910,504 BT BATOK ST 52,103.754983672501,1.35196560331027,19282.2066474948,37119.1440412607
911,387 BT BATOK WEST AVE 5,103.752452457233,1.3648652172222,19000.5584280044,38545.5282221753
912,192 BT BATOK WEST AVE 6,103.744789363152,1.34559235229949,18147.6682724655,36414.4606442414
913,188 BT BATOK WEST AVE 6,103.746003167037,1.34628488197304,18282.7541929921,36491.0322565027
914,125 BT BATOK CTRL,103.747158496291,1.35153484935942,18411.3502945937,37071.5429150593
915,121 BT BATOK CTRL,103.748011382648,1.35162557081969,18506.2673923206,37081.5710915495
916,223 BT BATOK EAST AVE 3,103.753397257075,1.34801554533173,19105.6419966379,36682.3721328061
917,142 BT BATOK ST 11,103.742860806106,1.35000417984867,17933.0589453708,36902.3064760081
918,299 BT BATOK ST 22,103.747101024758,1.34424708872298,18404.9258242454,36265.6988919731
919,288F BT BATOK ST 25,103.758361154197,1.34525092996959,19658.0596985202,36376.6572643705
920,366 BT BATOK ST 31,103.748916692721,1.36036478752608,18607.0519992271,38047.9066186342
921,326 BT BATOK ST 33,103.748155537184,1.36257099897669,18522.3527977113,38291.8614823744
922,344 BT BATOK ST 34,103.749872806023,1.36258176240237,18713.4648469025,38293.0449605379
923,402 BT BATOK WEST AVE 7,103.744246776207,1.36470350565862,18087.3619482238,38527.6792224441
924,2 JLN BT HO SWEE,103.831873006286,1.28728822015938,27839.1198900174,29967.3105263654
925,10B BOON TIONG RD,103.829204757258,1.28633684743341,27542.1660591997,29862.1129685044
926,119 BT MERAH VIEW,103.821068227228,1.28342247684697,26636.636853179,29539.8598251045
927,108 BT PURMEI RD,103.825345821846,1.2733573140352,27112.6943949349,28426.9042780101
928,109 BT PURMEI RD,103.825310761145,1.27392939929265,27108.7926096898,28490.1625176314
929,22 HAVELOCK RD,103.828824191655,1.28874603704088,27499.8127657482,30128.5087877847
930,58 HAVELOCK RD,103.827999956886,1.29008719115666,27408.0827353662,30276.8068648111
931,95B HENDERSON RD,103.821558832304,1.28697703899167,26691.2389640138,29932.9046973977
932,131 JLN BT MERAH,103.828178444795,1.28018941877784,27427.9447073536,29182.3622782491
933,107 JLN BT MERAH,103.824757769108,1.27983690191197,27047.2511095684,29143.3838044461
934,2 JLN BT MERAH,103.80686187976,1.2866292132996,25055.5911451448,29894.4561857209
935,138 JLN BT MERAH,103.826237590943,1.27842357024921,27211.9428714002,28987.1043930613
936,7 JLN BT MERAH,103.807988268738,1.28730052130543,25180.949541064,29968.6846928261
937,26D JLN MEMBINA,103.825202810934,1.28209883987158,27096.7814565152,29393.49705269
938,29 LIM LIAK ST,103.830400732841,1.28538144338708,27675.2680041976,29756.4691394921
939,14 TAMAN HO SWEE,103.83219770269,1.28790461781044,27875.2558974698,30035.4685774595
940,6 TELOK BLANGAH CRES,103.818475325512,1.27814968064651,26348.0648929486,28956.8227887508
941,12 TELOK BLANGAH CRES,103.819516181006,1.27718546024846,26463.9031907534,28850.2036344986
942,10 TELOK BLANGAH CRES,103.819769431353,1.27773153190559,26492.088252903,28910.5852654837
943,54 TELOK BLANGAH DR,103.811942133272,1.27359718662062,25620.9687804189,28453.4366477132
944,64 TELOK BLANGAH DR,103.810535503194,1.27450639323765,25464.4227383658,28553.9733598325
945,44 TELOK BLANGAH DR,103.810887524155,1.27140883340015,25503.5969249513,28211.4608560875
946,63 TELOK BLANGAH HTS,103.810941362052,1.27483128151468,25509.5919531463,28589.8974308632
947,124B BT MERAH VIEW,103.823094986645,1.28528220578981,26862.199285809,29745.4980547745
948,16 CANTONMENT CL,103.840260930929,1.27391992612498,28772.6293044742,28489.1146703027
949,9 CANTONMENT CL,103.839207273761,1.27530180077967,28655.3651727606,28641.9149283003
950,104B DEPOT RD,103.812100811742,1.28049143987378,25638.6347496519,29215.7674174067
951,103B DEPOT RD,103.813135678562,1.28073692384594,25753.8072426189,29242.910837166
952,103 HENDERSON CRES,103.821375681569,1.28974209684545,26670.8572604777,30238.6506207865
953,21 JLN MEMBINA,103.825782815048,1.28508656289053,27161.3321390422,29723.8638318032
954,118B JLN MEMBINA,103.825989640948,1.28178928032033,27184.3490943117,29359.2672925834
955,118C JLN MEMBINA,103.826333715085,1.2821693708226,27222.6418469446,29401.2956289612
956,26C JLN MEMBINA,103.825205576961,1.28275797395281,27097.089524054,29466.3806927409
957,129 KIM TIAN RD,103.828856188305,1.2811530312289,27503.3722503651,29288.9134203419
958,126C KIM TIAN RD,103.829311503614,1.28231370027498,27554.0453347694,29417.2541206963
959,88 REDHILL CL,103.818596280876,1.28584081223944,26361.5311491722,29807.2683203164
960,75B REDHILL RD,103.815878776808,1.28848093779845,26059.0976328515,30099.2016914785
961,76A REDHILL RD,103.816854593836,1.28871631968437,26167.6979779769,30125.2282831725
962,75C REDHILL RD,103.816276016167,1.28902314290104,26103.3074130844,30159.1556358542
963,75A REDHILL RD,103.815277070461,1.28805315705423,25992.132473263,30051.9003696553
964,148 SILAT AVE,103.830883904963,1.27688315064164,27729.0401366502,28816.7717989795
965,14A TELOK BLANGAH CRES,103.820730062207,1.27776030069589,26598.9987970339,28913.7658252139
966,58 TELOK BLANGAH HTS,103.813408066986,1.27492292747431,25784.1168750813,28600.0289119817
967,70A TELOK BLANGAH HTS,103.81137191061,1.27637530976147,25557.5100759408,28760.6276857145
968,59 TELOK BLANGAH HTS,103.813588303131,1.2753534329115,25804.1761035183,28647.6318239924
